,Created Date,Closed Date,Agency Name,Complaint Type,Status,Street Name,Location Type,Borough,Latitude,Longitude,created_timestamp,created_hour,created_month,created_day
19670,04/06/2015 04:47:42 PM,04/11/2015 11:51:51 AM,Department of Parks and Recreation,Violation of Park Rules,Closed,,Park,BROOKLYN,,,1428284862.0,4,4,0
320568,04/28/2015 11:01:27 AM,04/28/2015 03:30:17 PM,New York City Police Department,Illegal Parking,Closed,,Street/Sidewalk,QUEENS,40.70307238724403,-73.87863004473417,1430208087.0,11,4,1
1640645,04/24/2015 04:48:00 PM,04/25/2015 12:00:00 PM,BCC - Bronx,Missed Collection (All Materials),Closed,SIMPSON STREET,Sidewalk,BRONX,40.82583426638393,-73.89294956185618,1429840080.0,4,4,4
1123166,04/25/2015 06:57:18 PM,04/25/2015 08:58:58 PM,New York City Police Department,Animal Abuse,Closed,14 STREET,Street/Sidewalk,BROOKLYN,40.664615344385865,-73.98557823993455,1429934238.0,6,4,5
702939,04/07/2015 12:00:00 AM,04/10/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,109 STREET,RESIDENTIAL BUILDING,QUEENS,40.68499873571976,-73.83313805935316,1428397200.0,12,4,1
288525,04/20/2015 10:14:06 AM,04/24/2015 11:57:27 AM,Department of Health and Mental Hygiene,Food Poisoning,Closed,GANSEVOORT STREET,Restaurant/Bar/Deli/Bakery,MANHATTAN,40.739397152195615,-74.00728212353474,1429514046.0,10,4,0
840243,04/24/2015 12:00:00 AM,05/12/2015 12:00:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,GERARD AVENUE,RESIDENTIAL BUILDING,BRONX,40.83453828760549,-73.92079754505157,1429866000.0,12,4,4
1370520,04/30/2015 04:34:00 AM,05/02/2015 12:00:00 PM,BCC - Brooklyn South,Sweeping/Inadequate,Closed,EAST   89 STREET,Sidewalk,BROOKLYN,40.634251684173925,-73.90062122070124,1430357640.0,4,4,3
1596567,04/02/2015 12:32:00 PM,04/02/2015 12:55:00 PM,Department of Environmental Protection,Water System,Closed,,,BRONX,40.8651633362816,-73.84074837785505,1427967120.0,12,4,3
1248691,04/01/2015 02:09:10 PM,04/10/2015 05:07:57 PM,Department of Transportation,Broken Muni Meter,Closed,3 AVENUE,Street,MANHATTAN,40.73849590438228,-73.98337908450502,1427843350.0,2,4,2
1238183,04/14/2015 09:12:53 AM,04/14/2015 09:28:56 AM,New York City Police Department,Blocked Driveway,Closed,,Street/Sidewalk,QUEENS,40.75473246142093,-73.75369317821458,1428991973.0,9,4,1
1397484,04/27/2015 05:11:00 PM,05/04/2015 05:40:00 PM,Department of Environmental Protection,Water System,Closed,LINDEN BLVD,,QUEENS,40.693999269809694,-73.75383099339305,1430100660.0,5,4,0
1592836,04/01/2015 08:40:00 PM,04/05/2015 07:13:00 AM,Department of Environmental Protection,Water System,Closed,VAN BUREN ST,,STATEN ISLAND,40.64527100191553,-74.09062788609184,1427866800.0,8,4,2
1057223,04/17/2015 11:56:31 PM,04/18/2015 03:52:25 AM,New York City Police Department,Noise - Street/Sidewalk,Closed,TIFFANY STREET,Street/Sidewalk,BRONX,40.8269779276942,-73.89497119052159,1429260991.0,11,4,4
1607836,04/08/2015 10:53:00 PM,04/09/2015 06:45:00 AM,Department of Environmental Protection,Water System,Closed,,,QUEENS,40.7239392656545,-73.8154671868707,1428479580.0,10,4,2
704836,04/08/2015 12:00:00 AM,04/27/2015 12:00:00 AM,Department of Housing Preservation and Development,ELECTRIC,Closed,DE REIMER AVENUE,RESIDENTIAL BUILDING,BRONX,40.88918293294576,-73.84130567905001,1428483600.0,12,4,2
1640197,04/27/2015 07:06:00 PM,04/27/2015 07:06:00 PM,A - Canine Task Force Citywide,Dirty Conditions,Closed,EAST  216 STREET,Sidewalk,BRONX,40.880108082378335,-73.85967969140485,1430107560.0,7,4,0
1215920,04/14/2015 12:46:18 PM,04/14/2015 08:10:09 PM,New York City Police Department,Illegal Parking,Closed,WEST 106 STREET,Street/Sidewalk,MANHATTAN,40.80183879862512,-73.96908154007073,1429004778.0,12,4,1
13001,04/29/2015 10:47:19 AM,08/20/2015 12:00:00 AM,Department of Sanitation,Graffiti,Closed,52 STREET,Residential,QUEENS,40.74760354232875,-73.91204794806751,1430293639.0,10,4,2
691181,04/01/2015 12:00:00 AM,04/15/2015 12:00:00 AM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,BLEECKER STREET,RESIDENTIAL BUILDING,BROOKLYN,40.696052002275394,-73.92032375662085,1427878800.0,12,4,2
835500,04/09/2015 12:00:00 AM,05/29/2015 04:27:34 PM,Department of Health and Mental Hygiene,Rodent,Closed,EAST   54 STREET,3+ Family Apt. Building,BROOKLYN,40.6553485708541,-73.92685243271188,1428570000.0,12,4,3
731162,04/25/2015 12:00:00 AM,04/30/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,WEST  177 STREET,RESIDENTIAL BUILDING,MANHATTAN,40.846876961375116,-73.93600316082807,1429952400.0,12,4,5
834341,04/01/2015 12:00:00 AM,06/05/2015 12:00:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,HALSEY STREET,RESIDENTIAL BUILDING,BROOKLYN,40.68921129419362,-73.9117824126945,1427878800.0,12,4,2
1638991,04/24/2015 10:37:00 AM,04/24/2015 10:45:00 AM,Department of Transportation,Street Light Condition,Closed,85 STREET,,QUEENS,40.75470518183213,-73.88237999780388,1429861020.0,10,4,4
1605933,04/07/2015 07:49:00 AM,04/21/2015 12:00:00 PM,A - Queens,Dirty Conditions,Closed,,Sidewalk,QUEENS,40.75157619712471,-73.85583589210749,1428382140.0,7,4,1
58067,04/12/2015 08:39:42 PM,04/14/2015 03:43:27 AM,New York City Police Department,Animal Abuse,Closed,ALBERT COURT,Residential Building/House,STATEN ISLAND,40.62469364829394,-74.16260445089391,1428817182.0,8,4,6
2083054,04/18/2015 02:25:27 PM,04/18/2015 10:06:02 PM,New York City Police Department,Noise - Residential,Closed,DECATUR AVENUE,Residential Building/House,BRONX,40.879228024835,-73.87235263653268,1429313127.0,2,4,5
710718,04/10/2015 08:05:08 PM,04/10/2015 08:35:14 PM,New York City Police Department,Illegal Parking,Closed,,Street/Sidewalk,BROOKLYN,40.6341088542003,-74.03259535655707,1428642308.0,8,4,4
703522,04/07/2015 12:00:00 AM,04/12/2015 12:00:00 AM,Department of Housing Preservation and Development,DOOR/WINDOW,Closed,LEGION STREET,RESIDENTIAL BUILDING,BROOKLYN,40.660204987959254,-73.91610628750443,1428397200.0,12,4,1
690546,04/01/2015 12:00:00 AM,04/05/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,ROOSEVELT AVENUE,RESIDENTIAL BUILDING,QUEENS,40.74456994247179,-73.9112002603792,1427878800.0,12,4,2
1637541,04/23/2015 03:11:00 PM,04/24/2015 12:00:00 PM,Manhattan 04,Other Enforcement,Closed,9 AVENUE,Sidewalk,MANHATTAN,40.763248722318615,-73.98913066100741,1429747860.0,3,4,3
1368620,04/02/2015 01:22:00 PM,05/14/2015 07:55:00 PM,Department of Environmental Protection,Water System,Closed,FOCH BLVD,,QUEENS,40.67712402307311,-73.80522810234764,1427926920.0,1,4,3
839968,04/23/2015 11:23:23 AM,06/14/2015 06:55:41 PM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,SHORE BOULEVARD,RESIDENTIAL BUILDING,QUEENS,40.784378282288756,-73.91665398071069,1429777403.0,11,4,3
838960,04/22/2015 12:00:00 AM,05/11/2015 12:00:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,GATES PLACE,RESIDENTIAL BUILDING,BRONX,40.882895863489935,-73.88361784074065,1429693200.0,12,4,2
2071951,04/03/2015 10:13:33 PM,04/04/2015 02:23:29 PM,New York City Police Department,Noise - Residential,Closed,EAST 21 STREET,Residential Building/House,BROOKLYN,40.64083060154898,-73.95819144181125,1428045213.0,10,4,4
933029,04/20/2015 12:22:22 PM,04/20/2015 12:23:24 PM,HRA Benefit Card Replacement,Benefit Card Replacement,Closed,,NYC Street Address,Unspecified,,,1429521742.0,12,4,0
2072151,04/03/2015 09:25:56 PM,04/03/2015 09:45:19 PM,New York City Police Department,Noise - Residential,Closed,41 STREET,Residential Building/House,QUEENS,40.742706880562636,-73.9235483298869,1428042356.0,9,4,4
1611944,04/10/2015 04:55:00 PM,04/23/2015 12:00:00 PM,A - Queens,Dirty Conditions,Closed,BEVERLY ROAD,Lot,QUEENS,40.707496738440106,-73.83064350273213,1428630900.0,4,4,4
703290,04/07/2015 12:00:00 AM,04/10/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,1 AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.64753334928752,-74.02211899536826,1428397200.0,12,4,1
1035109,04/22/2015 11:13:13 AM,08/07/2015 03:27:12 PM,Department of Housing Preservation and Development,FLOORING/STAIRS,Closed,UNION STREET,RESIDENTIAL BUILDING,BROOKLYN,40.66887321314201,-73.94931694547995,1429690393.0,11,4,2
278305,04/05/2015 06:23:11 PM,06/29/2015 08:34:29 AM,Department of Parks and Recreation,Illegal Tree Damage,Closed,,Street,MANHATTAN,40.74462887285351,-73.9989714726553,1428204191.0,6,4,6
353076,04/29/2015 07:46:00 PM,04/30/2015 09:05:00 AM,Department of Environmental Protection,Water System,Closed,OLIVER PL,,STATEN ISLAND,40.61182590705475,-74.16653137044517,1430282760.0,7,4,2
37000,04/12/2015 11:50:22 AM,04/19/2015 11:10:12 AM,Department of Parks and Recreation,Illegal Tree Damage,Closed,EAST 13 STREET,Street,MANHATTAN,40.73315528994551,-73.98901288945811,1428828622.0,11,4,6
840047,04/23/2015 12:42:50 AM,08/04/2015 01:24:22 PM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,HALSEY STREET,RESIDENTIAL BUILDING,BROOKLYN,40.681787715104406,-73.9500823056973,1429782170.0,12,4,3
1201724,04/07/2015 12:53:02 PM,04/08/2015 11:54:31 AM,Department of Transportation,Street Condition,Closed,9 AVENUE,Street,MANHATTAN,40.74561422550777,-74.00198129776763,1428400382.0,12,4,1
696178,04/03/2015 12:00:00 AM,04/20/2015 12:00:00 AM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,CHURCH AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.65137514443424,-73.93792413450312,1428051600.0,12,4,4
1624134,04/16/2015 02:29:24 PM,04/21/2015 12:00:00 AM,Department of Buildings,General Construction/Plumbing,Closed,TAFT AVENUE,,STATEN ISLAND,40.640737360183024,-74.08608523578428,1429140564.0,2,4,3
1597557,04/03/2015 07:17:00 AM,04/06/2015 12:00:00 PM,BCC - Staten Island,Missed Collection (All Materials),Closed,TRAVIS AVENUE,Sidewalk,STATEN ISLAND,40.589571865334676,-74.15617846009509,1428034620.0,7,4,4
697243,04/04/2015 12:00:00 AM,04/07/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,STERLING PLACE,RESIDENTIAL BUILDING,BROOKLYN,40.67172367229113,-73.93561246398984,1428138000.0,12,4,5
2078437,04/13/2015 01:37:44 AM,04/13/2015 04:35:55 AM,New York City Police Department,Noise - Residential,Closed,HOE AVENUE,Residential Building/House,BRONX,40.821937045106075,-73.89032552130837,1428878264.0,1,4,0
703163,04/07/2015 12:00:00 AM,04/28/2015 12:00:00 AM,Department of Housing Preservation and Development,WATER LEAK,Closed,WESTCHESTER SQUARE,RESIDENTIAL BUILDING,BRONX,40.84175491443303,-73.84361983205432,1428397200.0,12,4,1
31268,04/03/2015 11:09:52 AM,04/03/2015 02:30:14 PM,New York City Police Department,Derelict Vehicle,Closed,AVENUE J,Street/Sidewalk,BROOKLYN,40.6235162016826,-73.97657771956887,1428048592.0,11,4,4
66989,04/16/2015 08:22:18 AM,04/16/2015 03:47:01 PM,New York City Police Department,Blocked Driveway,Closed,143 STREET,Street/Sidewalk,QUEENS,40.68582679985587,-73.80147799985508,1429161738.0,8,4,3
2083635,04/19/2015 08:46:05 PM,,Department of Parks and Recreation,New Tree Request,Assigned,61 ROAD,Street,QUEENS,40.726025807589664,-73.87509222089834,1429422365.0,8,4,6
1626101,04/17/2015 08:17:00 AM,04/17/2015 12:00:00 PM,BCC - Queens West,Missed Collection (All Materials),Closed,116 STREET,Sidewalk,QUEENS,40.6986759113554,-73.83311464672698,1429247820.0,8,4,4
42568,04/12/2015 03:47:40 PM,04/13/2015 11:10:36 AM,Taxi and Limousine Commission,Taxi Complaint,Closed,,Street,QUEENS,40.64824355950897,-73.78824185509579,1428799660.0,3,4,6
696058,04/03/2015 12:00:00 AM,04/22/2015 12:00:00 AM,Department of Housing Preservation and Development,DOOR/WINDOW,Closed,GERARD AVENUE,RESIDENTIAL BUILDING,BRONX,40.8246913486228,-73.9266048565888,1428051600.0,12,4,4
707026,04/09/2015 12:00:00 AM,05/04/2015 12:00:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,CRESCENT STREET,RESIDENTIAL BUILDING,QUEENS,40.755510536136406,-73.93608011289545,1428570000.0,12,4,3
1104865,04/27/2015 11:06:41 PM,04/28/2015 03:59:43 AM,New York City Police Department,Noise - Street/Sidewalk,Closed,KNICKERBOCKER AVENUE,Street/Sidewalk,BROOKLYN,40.70301635230877,-73.92573617770121,1430122001.0,11,4,0
25479,04/06/2015 12:06:27 PM,04/06/2015 04:00:14 PM,New York City Police Department,Blocked Driveway,Closed,PARK TERRACE WEST,Street/Sidewalk,MANHATTAN,40.87170703691857,-73.91685547674928,1428311187.0,12,4,0
1198370,04/10/2015 02:15:37 AM,04/10/2015 03:47:03 AM,New York City Police Department,Noise - Commercial,Closed,ORCHARD STREET,Store/Commercial,MANHATTAN,40.71757069164552,-73.9905053159014,1428621337.0,2,4,4
78786,04/27/2015 02:46:01 AM,04/27/2015 03:50:14 AM,New York City Police Department,Noise - Commercial,Closed,FLATBUSH AVENUE,Club/Bar/Restaurant,BROOKLYN,40.65683338092396,-73.96013844922616,1430091961.0,2,4,0
233906,04/01/2015 10:08:33 PM,04/01/2015 10:19:46 PM,New York City Police Department,Noise - Commercial,Closed,JAMAICA AVENUE,Store/Commercial,BROOKLYN,40.68081718662283,-73.89179426953244,1427872113.0,10,4,2
844366,04/30/2015 12:00:00 AM,05/31/2015 12:00:00 AM,Department of Housing Preservation and Development,ELECTRIC,Closed,HOWARD AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.68191332893824,-73.91981064461963,1430384400.0,12,4,3
100734,04/20/2015 09:10:52 PM,04/20/2015 09:32:01 PM,New York City Police Department,Animal Abuse,Closed,MILES AVENUE,Residential Building/House,STATEN ISLAND,40.55462348411341,-74.1490254984363,1429510252.0,9,4,0
1605595,04/07/2015 02:35:00 PM,04/09/2015 12:00:00 PM,A - Canine Task Force Citywide,Dirty Conditions,Closed,PRESIDENT STREET,Sidewalk,BROOKLYN,40.68258629030852,-73.99930053101195,1428363300.0,2,4,1
723100,04/18/2015 12:32:04 PM,04/18/2015 01:34:22 PM,New York City Police Department,Vending,Closed,CENTRAL PARK WEST,Street/Sidewalk,MANHATTAN,40.7708394321481,-73.97988347380094,1429349524.0,12,4,5
1643371,04/28/2015 03:39:00 PM,08/12/2015 11:59:00 AM,Department of Transportation,Street Light Condition,Closed,BRUCKNER EXPY,,BRONX,,,1430181540.0,3,4,1
1627171,04/18/2015 11:52:00 PM,04/24/2015 01:45:00 AM,Department of Environmental Protection,Noise,Closed,WARREN ST,,MANHATTAN,40.71472439784958,-74.00921291324305,1429347120.0,11,4,5
41727,04/13/2015 09:11:04 PM,04/23/2015 05:47:46 PM,Department of Transportation,Street Condition,Closed,FOCH BOULEVARD,Street,QUEENS,40.68006957251207,-73.79441416477061,1428905464.0,9,4,0
1620825,04/15/2015 09:17:39 AM,04/16/2015 12:00:00 AM,Department of Buildings,General Construction/Plumbing,Closed,NASSAU STREET,,BROOKLYN,40.698488729060934,-73.98678625931831,1429078659.0,9,4,2
1603432,04/06/2015 09:14:00 AM,04/06/2015 12:00:00 PM,BCC - Brooklyn South,Derelict Vehicles,Pending,EAST   79 STREET,Street,BROOKLYN,40.6374182504093,-73.91674385402268,1428300840.0,9,4,0
1611820,04/10/2015 06:03:00 AM,05/17/2015 08:45:00 PM,Department of Environmental Protection,Sewer,Closed,,,QUEENS,40.73217549811389,-73.89584947242292,1428634980.0,6,4,4
724818,04/20/2015 01:51:04 AM,04/20/2015 03:23:38 AM,New York City Police Department,Illegal Parking,Closed,,Street/Sidewalk,QUEENS,40.70601793699552,-73.89894528315699,1429483864.0,1,4,0
2078546,04/12/2015 02:54:54 PM,04/12/2015 03:34:05 PM,New York City Police Department,Noise - Residential,Closed,OCEAN PARKWAY,Residential Building/House,BROOKLYN,40.61993812635802,-73.9696809031194,1428796494.0,2,4,6
1361605,04/30/2015 07:59:00 AM,04/28/2015 07:59:00 AM,Department of Transportation,Street Light Condition,Pending,,,BROOKLYN,40.650886914761905,-73.96465395652082,1430369940.0,7,4,3
1612049,04/10/2015 02:30:00 PM,05/28/2015 07:29:00 PM,Department of Transportation,Traffic Signal Condition,Closed,,,BROOKLYN,40.65587409108014,-73.95638718869623,1428622200.0,2,4,4
498267,04/19/2015 09:02:00 PM,04/20/2015 01:36:32 AM,New York City Police Department,Noise - Commercial,Closed,WEST 132 STREET,Club/Bar/Restaurant,MANHATTAN,40.81398418999208,-73.94654754241462,1429423320.0,9,4,6
939705,04/01/2015 06:55:50 PM,04/01/2015 07:49:36 PM,New York City Police Department,Noise - Vehicle,Closed,WEST 12 STREET,Street/Sidewalk,BROOKLYN,40.59680503380439,-73.98330272747377,1427860550.0,6,4,2
842379,04/28/2015 12:00:00 AM,05/14/2015 12:00:00 AM,Department of Housing Preservation and Development,ELECTRIC,Closed,AMSTERDAM AVENUE,RESIDENTIAL BUILDING,MANHATTAN,40.82183568302372,-73.95010732151044,1430211600.0,12,4,1
1642315,04/26/2015 09:51:00 PM,05/04/2015 12:50:00 PM,Department of Environmental Protection,Water System,Closed,HEGEMAN AVE,,BROOKLYN,40.65906105699172,-73.89364970119139,1430031060.0,9,4,6
2073392,04/04/2015 11:55:21 PM,04/05/2015 08:26:49 AM,New York City Police Department,Noise - Residential,Closed,STRATFORD AVENUE,Residential Building/House,BRONX,40.827443905845335,-73.87507528054995,1428137721.0,11,4,5
1641030,04/25/2015 08:52:00 AM,04/25/2015 12:00:00 PM,Queens West 02,Sanitation Condition,Closed,,Sidewalk,QUEENS,40.75041606384032,-73.89772660376272,1429941120.0,8,4,5
1611142,04/10/2015 05:55:00 PM,04/11/2015 12:00:00 PM,Queens West 06,Missed Collection (All Materials),Closed,GREENWAY SOUTH,Sidewalk,QUEENS,40.710518067817176,-73.83976881995406,1428634500.0,5,4,4
1627252,04/18/2015 02:02:02 PM,05/07/2015 10:35:00 PM,Department of Transportation,Street Condition,Closed,,,MANHATTAN,40.71766141360639,-74.00753587464497,1429311722.0,2,4,5
117392,04/20/2015 10:51:22 AM,05/13/2015 07:38:55 AM,Department of Parks and Recreation,Dead Tree,Closed,35 STREET,Street,QUEENS,40.77463980647904,-73.90919244242501,1429516282.0,10,4,0
1618043,04/14/2015 08:59:01 AM,04/14/2015 08:59:01 AM,Department of Transportation,Street Condition,Closed,,,STATEN ISLAND,,,1428991141.0,8,4,1
31355,04/05/2015 01:11:53 AM,04/05/2015 02:29:39 AM,New York City Police Department,Noise - Street/Sidewalk,Closed,WEST 176 STREET,Street/Sidewalk,MANHATTAN,40.84587214574811,-73.93554871798106,1428185513.0,1,4,6
712889,04/12/2015 12:00:00 AM,04/12/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,SEDGWICK AVENUE,RESIDENTIAL BUILDING,BRONX,40.871017902339865,-73.90254889792364,1428829200.0,12,4,6
712279,04/11/2015 12:00:00 AM,04/15/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,VALENTINE AVENUE,RESIDENTIAL BUILDING,BRONX,40.87008339013699,-73.88894085155667,1428742800.0,12,4,5
82915,04/18/2015 12:46:36 AM,04/18/2015 04:05:10 AM,New York City Police Department,Noise - Commercial,Closed,EAST 204 STREET,Club/Bar/Restaurant,BRONX,40.87132564461639,-73.87703573678371,1429350396.0,12,4,5
2080311,04/15/2015 09:50:40 PM,04/16/2015 04:45:24 AM,New York City Police Department,Noise - Residential,Closed,,Residential Building/House,BRONX,40.831723580176615,-73.91500830531066,1429080640.0,9,4,2
1023288,04/06/2015 03:20:23 PM,04/07/2015 11:05:09 AM,DOB Inspections - Queens,Construction,Closed,TAIPEI COURT,Street Address,QUEENS,40.78872111805777,-73.8539028831739,1428279623.0,3,4,0
2088036,04/25/2015 05:40:22 PM,04/25/2015 06:31:34 PM,New York City Police Department,Noise - Residential,Closed,2 AVENUE,Residential Building/House,MANHATTAN,40.74325419238878,-73.97693259223824,1429929622.0,5,4,5
710758,04/10/2015 12:00:00 AM,04/21/2015 12:00:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,NAGLE AVENUE,RESIDENTIAL BUILDING,MANHATTAN,40.861842090450736,-73.92408742418567,1428656400.0,12,4,4
283314,04/15/2015 09:17:50 AM,04/15/2015 11:16:22 AM,Department of Housing Preservation and Development,HPD Literature Request,Closed,,,Unspecified,,,1429078670.0,9,4,2
299031,04/14/2015 11:10:11 PM,04/14/2015 11:52:51 PM,New York City Police Department,Noise - Commercial,Closed,EAST 3 STREET,Store/Commercial,MANHATTAN,40.72292767698116,-73.98354531334377,1428999011.0,11,4,1
1640519,04/25/2015 05:35:05 PM,08/17/2015 12:00:00 AM,Department of Buildings,Building/Use,Closed,BRADLEY AVENUE,,STATEN ISLAND,40.61134887225271,-74.13231793607466,1429929305.0,5,4,5
1256567,04/18/2015 06:50:11 PM,04/19/2015 12:59:35 AM,New York City Police Department,Illegal Parking,Closed,CARROLL STREET,Street/Sidewalk,BROOKLYN,40.66713319713629,-73.94971117727479,1429329011.0,6,4,5
2071246,04/01/2015 09:42:34 AM,04/09/2015 09:54:16 AM,Department for the Aging,Home Delivered Meal Complaint,Closed,,Senior Address,BROOKLYN,,,1427870554.0,9,4,2
748815,04/30/2015 02:16:09 PM,04/30/2015 02:16:15 PM,HRA Benefit Card Replacement,Benefit Card Replacement,Closed,,NYC Street Address,Unspecified,,,1430349369.0,2,4,3
1627581,04/18/2015 10:07:00 PM,04/21/2015 12:00:00 PM,A - Bronx,Other Enforcement,Closed,FOWLER AVENUE,Sidewalk,BRONX,40.84612666319929,-73.85803092908516,1429340820.0,10,4,5
1614424,04/12/2015 11:04:31 AM,04/16/2015 12:00:00 AM,Department of Buildings,General Construction/Plumbing,Closed,COMMERCE STREET,,MANHATTAN,40.73168728478851,-74.0044416535582,1428825871.0,11,4,6
840124,04/23/2015 12:00:00 AM,05/20/2015 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Closed,OCEAN AVENUE,3+ Family Apt. Building,BROOKLYN,40.625159891531055,-73.95627396958375,1429779600.0,12,4,3
49403,04/23/2015 07:10:48 AM,04/23/2015 11:18:19 AM,New York City Police Department,Illegal Parking,Closed,WEST 173 STREET,Street/Sidewalk,MANHATTAN,40.84372359808268,-73.93655555966166,1429762248.0,7,4,3
839559,04/23/2015 12:00:00 AM,05/14/2015 12:00:00 AM,Department of Housing Preservation and Development,PLUMBING,Closed,LENOX ROAD,RESIDENTIAL BUILDING,BROOKLYN,40.653847944816754,-73.9550946924735,1429779600.0,12,4,3
84965,04/29/2015 11:36:37 AM,04/29/2015 01:30:16 PM,New York City Police Department,Illegal Parking,Closed,PIKE STREET,Street/Sidewalk,MANHATTAN,40.714043837395224,-73.99274950409962,1430296597.0,11,4,2
1639701,04/23/2015 04:37:46 PM,04/24/2015 11:40:00 AM,Department of Transportation,Street Condition,Closed,BORDEN AVENUE,,QUEENS,40.739403210404575,-73.94447470149079,1429753066.0,4,4,3
1597336,04/02/2015 02:22:46 PM,04/28/2015 12:00:00 AM,Department of Buildings,Elevator,Closed,55 STREET,,BROOKLYN,40.64566199534893,-74.0188103481857,1427930566.0,2,4,3
699970,04/06/2015 12:00:00 AM,04/08/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,WEST   39 STREET,RESIDENTIAL BUILDING,MANHATTAN,40.75599739288648,-73.99273771858564,1428310800.0,12,4,0
2072374,04/03/2015 11:07:55 AM,04/07/2015 09:53:04 AM,Adjudication - Hearing by Mail,DOF Parking - Request Status,Closed,,,Unspecified,,,1428048475.0,11,4,4
21337,04/03/2015 12:00:00 AM,04/22/2015 12:00:00 AM,Department of Health and Mental Hygiene,Standing Water,Closed,,Commercial Building,QUEENS,40.7502037190996,-73.89971197452674,1428051600.0,12,4,4
293800,04/27/2015 02:49:00 PM,04/24/2015 02:49:00 PM,Department of Transportation,Street Light Condition,Pending,,,BROOKLYN,40.681834465497396,-73.91697683911767,1430092140.0,2,4,0
981852,04/26/2015 10:15:46 PM,10/08/2015 04:30:40 PM,Department of Transportation,Street Condition,Closed,JAMAICA AVENUE,Street,QUEENS,40.694948441287366,-73.84688517791241,1430032546.0,10,4,6
1628715,04/19/2015 11:42:41 AM,05/07/2015 11:05:00 AM,Department of Transportation,Street Condition,Closed,,,BRONX,40.82904612668444,-73.87443630512944,1429432961.0,11,4,6
1607983,04/08/2015 02:02:01 PM,04/08/2015 02:02:01 PM,Department of Transportation,Street Condition,Closed,SCHENCK AVENUE,,BROOKLYN,,,1428447721.0,2,4,2
1601244,04/05/2015 10:38:51 AM,04/06/2015 12:22:38 AM,New York City Police Department,Derelict Vehicle,Closed,EAST 51 STREET,Street/Sidewalk,BROOKLYN,40.61635256144057,-73.92559846881643,1428219531.0,10,4,6
2090868,04/29/2015 09:04:02 AM,04/29/2015 09:40:01 AM,New York City Police Department,Noise - Residential,Closed,EAST 102 STREET,Residential Building/House,MANHATTAN,40.789314919775435,-73.94727155012328,1430287442.0,9,4,2
842372,04/28/2015 12:00:00 AM,05/05/2015 12:00:00 AM,Department of Housing Preservation and Development,ELECTRIC,Closed,9 AVENUE,RESIDENTIAL BUILDING,MANHATTAN,40.76710752891153,-73.98631416418456,1430211600.0,12,4,1
1617833,04/14/2015 05:54:00 AM,04/14/2015 06:37:00 AM,Department of Environmental Protection,Water System,Closed,SUFFOLK ST,,MANHATTAN,40.719820892101815,-73.98565287475583,1428980040.0,5,4,1
1597877,04/03/2015 11:43:00 AM,04/13/2015 10:35:00 AM,Department of Environmental Protection,Water System,Closed,69 AVE,,QUEENS,40.730864063834574,-73.82588993854749,1428050580.0,11,4,4
1626370,04/18/2015 10:45:29 AM,04/18/2015 12:30:30 PM,New York City Police Department,Illegal Parking,Closed,6 AVENUE,Street/Sidewalk,MANHATTAN,40.7381896302626,-73.99624353161137,1429343129.0,10,4,5
1605411,04/06/2015 12:09:00 AM,04/12/2015 12:00:00 AM,Department of Buildings,Electrical,Closed,59 STREET,,BROOKLYN,40.61923789817947,-73.98106382103913,1428311340.0,12,4,0
55292,04/21/2015 03:47:32 PM,04/29/2015 08:02:31 AM,Department of Transportation,Broken Muni Meter,Closed,3 AVENUE,Street,MANHATTAN,40.779156691674366,-73.95373920748257,1429577252.0,3,4,1
42592,04/04/2015 08:04:19 AM,04/04/2015 09:33:30 AM,New York City Police Department,Blocked Driveway,Closed,SOUTHERN BOULEVARD,Street/Sidewalk,BRONX,40.813869777330964,-73.8987453942745,1428123859.0,8,4,5
841150,04/26/2015 12:00:00 AM,05/18/2015 12:00:00 AM,Department of Housing Preservation and Development,DOOR/WINDOW,Closed,BROADWAY,RESIDENTIAL BUILDING,MANHATTAN,40.824803379901105,-73.95165155307299,1430038800.0,12,4,6
